2.497940990334193145e+00 1.113163940827007314e+00 1.239133959157513010e+00 -4.145844121982080743e-01 -2.043479214447221359e-01 3.165051826258637568e+00
1.803000000000000158e+00 1.029342229481062798e+00 1.059545425393044749e+00 -3.976839382489534280e-01 -9.627063049443229659e-01 2.262384690873404658e+00
2.282249999999999890e+00 8.994483674535781459e-01 8.090073657149069453e-01 -7.165762907749598787e-01 1.314873252222947819e+00 2.778500000000000192e+00
2.191830133508584355e-01 1.611534448032373890e+00 2.597043277195008049e+00 3.439502539267857539e+00 1.228080123536362578e+01 3.739032101167314992e-01
1.381950592589487270e+00 1.158175237578419781e+00 1.341369880939828896e+00 6.258835086480534216e-01 -4.185576850691301587e-01 1.937717983840713254e+00
2.775000000000000355e+00 6.029479708226013202e+00 3.635462555190925116e+01 3.782472116317745048e+00 1.483013173775006521e+01 3.054999999999999716e+00
2.019000000000000128e+00 1.892507721629999473e+00 3.581585476429171244e+00 5.388342086086121974e-01 -8.246627251220446375e-01 3.338967867575462378e+00
1.254999999999999893e+00 1.388428063337303842e+00 1.927732487062576050e+00 2.876645338079072634e+00 1.013148223156603578e+01 1.646583743842364722e+00
2.669999999999999929e+00 1.333228521808185629e+00 1.777498291362839433e+00 3.267477071515182407e-01 1.616544838905091375e+00 3.451611712598425363e+00
2.750000000000000000e+00 1.568060184363029075e+00 2.458812741784616396e+00 4.167842062521607410e-02 -4.538555008591900197e-01 3.677952987267385065e+00
2.669999999999999929e+00 1.196916017564732426e+00 1.432607953103018916e+00 -4.375945454111822008e-01 -4.212538475818576877e-01 3.417047244094488345e+00
9.299999999999999378e-01 4.583467450892007578e-01 2.100817387338647646e-01 -7.378972154774541270e-01 -7.191951535942799900e-01 1.150314941406249902e+00
1.060000000000000053e+00 4.222854414052574334e+00 1.783249940228330743e+01 3.897468830714085897e+00 1.542355353478914282e+01 1.342500000000000027e+00
2.879999999999999893e+00 1.407517968889638871e+00 1.981106832747214552e+00 -1.332881633888539363e-01 -1.557591601171752771e-01 3.837600885826771169e+00
3.270000000000000018e+00 1.389021648003923470e+00 1.929381138623535774e+00 -7.390193491529363223e-01 -4.437536304625964156e-01 3.958543287937743127e+00
3.363999999999999879e+00 1.483322257884665207e+00 2.200244920736061260e+00 -7.219749556130957702e-01 -9.088022991709250320e-01 3.906529411764705806e+00
1.040000000000000036e+00 8.402892971739880368e-01 7.060861029451547255e-01 -6.388675154704273051e-01 1.063893936458551792e+00 1.524563530552861312e+00
3.353250000000000064e+00 1.847036358066493911e+00 3.411543308019537868e+00 -1.910746798626060117e-01 -6.706479339923387961e-01 4.544426269531250284e+00
1.754999999999999893e+00 8.786995494276982344e-01 7.721128981644398426e-01 -8.063945917151109366e-02 -4.540887768834029892e-01 2.355058651026392891e+00
2.450000000000000178e+00 1.319828423841279630e+00 1.741947068379356311e+00 -2.146488415441754893e-01 -9.632420605644722578e-01 3.259155206286837192e+00
1.229999999999999982e+00 8.930543113644922926e+00 7.975460030467075967e+01 3.943857299972965968e+00 1.567235325834417736e+01 1.600883495145631219e+00
3.030000000000000249e+00 1.484325613338253635e+00 2.203222526411983129e+00 3.354778751232721096e-02 5.376088270100671807e-01 3.920741480038948623e+00
3.519000000000000128e+00 1.448164277879124162e+00 2.097179775725165118e+00 -7.501292362679089498e-01 8.031951066420006669e-02 4.007500000000000284e+00
9.199999999999999289e-01 6.248075328433883024e-01 3.903844530978418104e-01 -1.123266888757507576e-01 -8.928201670908033627e-01 1.392160194174757226e+00
3.542499999999999982e+00 1.618330586916910452e+00 2.618993888550831706e+00 -6.237611326600013273e-01 -6.475057277220712670e-01 4.336478494623656310e+00
1.270411790482369518e+00 1.723884605752957988e+00 2.971778133952031720e+00 2.994630842066736687e+00 1.056466568360262315e+01 1.858880613882270882e+00
2.149999999999999911e+00 3.233721205374202157e+00 1.045695283408678300e+01 3.553692635099446218e+00 1.360630903968174366e+01 2.597490205680704989e+00
3.194999999999999840e+00 1.862697478410094032e+00 3.469641896075323029e+00 1.070324357994967057e+00 3.139582854321670169e+00 4.008685866408519871e+00
2.774999999999999911e+00 1.346615461945641856e+00 1.813373202351074465e+00 -2.517909373497138059e-01 -5.722505445923835588e-01 3.567778864970645891e+00
9.439999999999999503e-01 2.821790323894320718e+00 7.962500632023614244e+00 3.843754959520043535e+00 1.513858249541389611e+01 9.784123910939013236e-01
2.860000000000000320e+00 1.461791098588059334e+00 2.136833215911285500e+00 -5.985365640607543947e-01 -1.321628213202685309e+00 3.475830903790087412e+00
3.444999999999999840e+00 1.828518569668433180e+00 3.343480159622292724e+00 -6.131537629680450241e-01 -1.239534242642488682e+00 4.181237721021610731e+00
1.829696340667545940e+00 1.066478961868028152e+00 1.137377376107107096e+00 1.275452359770666011e-01 -6.866580562562898393e-01 2.678083169291338717e+00
2.283286207126524470e-01 2.414374723369479447e+00 5.829205304845450186e+00 3.618471294186406340e+00 1.354890297397845345e+01 4.716533757508324931e-01
4.299999999999999933e-01 7.665416275489118192e+00 5.875860667653346070e+01 3.928486647366383089e+00 1.556825992381890345e+01 5.275000000000000799e-01
1.145000000000000018e+00 5.433760632391686496e-01 2.952575461012970082e-01 -5.829386979228082799e-01 -4.892168966519161444e-01 1.426683823529411921e+00
1.979999999999999982e+00 9.183160361779327818e-01 8.433043423015502693e-01 -3.014957579135494337e-01 -5.686621163302367776e-01 2.495000000000000107e+00
3.282000000000000028e+00 1.729597926920318329e+00 2.991508988807062952e+00 1.520747125932922217e-01 3.225716924912651606e-01 4.347422740524780949e+00
3.250000000000000111e-01 4.861073775847434830e-01 2.363003825423163617e-01 -1.554637122600058818e+00 1.872061035654768446e+00 6.500000000000000222e-01
3.200000000000000067e-01 1.419053273128363601e+00 2.013712191976321897e+00 3.880953454250828383e+00 1.535584893036878995e+01 3.300000000000000155e-01
2.059999999999999609e+00 9.107492879804751640e-01 8.294642655569425260e-01 -7.552291378170878922e-01 -8.156402886232507754e-01 2.367148437500000036e+00
1.729999999999999982e+00 3.669467166788671353e+00 1.346498928814007812e+01 3.743729875846940836e+00 1.460321232872303554e+01 2.187500000000000000e+00
3.354999999999999982e+00 2.119150823271717332e+00 4.490800211773196438e+00 4.939985560586456631e-02 -7.942131562211662832e-01 4.664670410156250391e+00
3.625000000000000000e+00 1.936694333751425967e+00 3.750784942384879805e+00 -4.661104901478256846e-01 -9.219727714578409561e-01 4.476473300970873481e+00
2.580651550886785550e+00 1.861671866790229446e+00 3.465822139598217611e+00 1.445367958792064256e+00 3.744415838857487522e+00 3.556379293424926313e+00
4.265749999999999709e+00 1.926369393368353888e+00 3.710899039706359481e+00 -6.967559393929054767e-01 -7.152563196104209098e-01 5.106780155642023367e+00
1.790000000000000036e+00 7.980152854296587162e-01 6.368283957793796635e-01 -5.135075899577234981e-01 -4.218290443025045633e-01 2.228814634146341511e+00
2.476250000000000284e+00 1.502394611927414525e+00 2.257189569948526486e+00 -1.177119054388921281e-04 -9.283698551489507622e-01 3.706098336594911835e+00
2.537499999999999645e+00 1.876977954832458773e+00 3.523046242927039717e+00 6.874951882779464785e-02 -1.129519633149728808e+00 4.121411187438664747e+00
3.459999999999999964e+00 1.504001753858277723e+00 2.262021275608775639e+00 -8.992409838263799582e-01 -5.551780919768072309e-01 4.052261083743842640e+00
1.334999999999999964e+00 1.824269787945401333e+01 3.327960259210358913e+02 3.934664832545655244e+00 1.565245034066145990e+01 1.360924491771539291e+00
3.475000000000000089e+00 1.687298299007025992e+00 2.846975549832003072e+00 -4.918873802099655856e-01 -1.142733528867568626e+00 4.254286064769381426e+00
9.799999999999999822e-01 6.611953948139115411e-01 4.371793501231243106e-01 3.685575803422527774e-01 -6.394917774165294055e-01 1.598789292730844913e+00
3.735000000000000320e+00 1.755300257144918552e+00 3.081078992733016886e+00 -8.309455193250143701e-01 -1.332547291692723235e+00 4.064285009861932529e+00
8.599999999999999867e-01 4.784436874111797633e-01 2.289083620236067040e-01 -1.115369404816392018e+00 -1.245344764900049306e-01 9.534202755905510918e-01
4.118999999999999773e+00 3.009794703612116429e+00 9.058864157891546753e+00 7.910391195088893601e-02 -1.325949703727534512e+00 5.714999999999999858e+00
2.198749999999999982e+00 1.101009589181857873e+00 1.212222115470403372e+00 -3.305811508955991407e-01 -9.969046836154955571e-01 2.941213090551181075e+00
4.075000000000000178e+00 1.883438502398133041e+00 3.547340592315721963e+00 -4.403309196840111128e-01 -4.290958532968787154e-01 5.193499030067894928e+00
1.655000000000000027e+00 7.805485429413325793e-01 6.092560278878373925e-01 -2.469155387699226434e-01 -4.940142151473239096e-01 2.135798133595284920e+00
3.043750000000000178e+00 1.312218678587246057e+00 1.721917860433258340e+00 -8.629363670360911120e-01 -5.634339470491247504e-01 3.512344357976653786e+00
2.299999999999999822e-01 4.759917859940801854e+00 2.265681803338341993e+01 3.790490552711748506e+00 1.467184248878835362e+01 3.109748043052836808e-01
2.920999999999999819e+00 1.700356796124139480e+00 2.891213234125548315e+00 -3.547520918245467003e-01 -1.108263648006949431e+00 3.886555232558140283e+00
2.509037529904892150e+00 2.076155282699876814e+00 4.310420757882606146e+00 4.027969787582569294e-01 -8.372583982354173671e-01 3.939000000000000057e+00
3.044999999999999929e+00 1.856937850940283852e+00 3.448218182254719544e+00 -3.203860575437378344e-01 -1.038466889385793568e+00 4.215826829268292997e+00
1.584999999999999964e+00 7.995070641384973698e-01 6.392115456073592661e-01 -1.192134877412199256e-01 -3.016144741528665740e-01 2.236845180136319389e+00
